B1,B2,B3
1203,363,paripuSTa
1204,364,arthanIya
1205,364,viSatulya
1206,364,sAyujyatA
1207,365,upagamya
1208,365,adruta
1209,365,gocAraNa
1210,366,samunnAha
1211,366,sparzaka
1212,367,zarIrapradhAnatA
1213,367,pratyagratha
1214,367,uSNasundara
1215,367,svastyayana
1216,368,sarpAzana
1217,368,kulArNavatantra
1218,368,anavadharSya
1219,368,sarvasamRddha
1220,368,pratiyuvam
1221,368,hiraNyakezyAhnika
1222,369,pUrvasaktha
1223,369,senArakSa
1224,369,prahartavya
1225,369,upamAt
1226,369,vaMzAnuvaMzacarita
1227,370,nAzaka
1228,370,ativizrabdham
1229,370,ArdramASA
1230,370,puruSakSIra
1231,370,kAzakRtsna
1232,371,ataskara
1233,371,ripuMjaya
1234,372,zakaToccATana
1235,372,dinabala
1236,372,rAmAdhAra
1237,372,danujendra
1238,372,diviyaj
1239,372,abhiparihAra
1240,373,ambudhakAminI
1241,373,vedaka
1242,373,cAturmAsyatva
1243,373,bhUmIndra
1244,374,Adityatva
1245,374,akhaNDakala
1246,374,vItamoha
1247,374,zayAna
1248,375,siMhasaMvat
1249,376,purudatra
1250,376,zRGgerI
1251,377,puNDarIkiNI
1252,377,akSakSapaNa
1253,377,sitAlatA
1254,377,gopInAthasaptazatI
1255,377,parazuphANTa
1256,377,autkaNThya
1257,378,dakSiNAprAgagra
1258,378,sahetuka
1259,378,viSamakhAta
1260,378,Atmadarza
1261,379,zvAvillomApaha
1262,380,mantrArthabhASya
1263,380,vigarhiNI
1264,380,droNamegha
1265,380,atisauparNa
1266,380,citrAGgasadana
1267,381,pakSitIrtha
1268,382,upapravad
1269,382,dhenA
1270,383,sAdhanamAlAtantra
1271,383,tAlodghATinI
1272,383,tAlAvacara
1273,384,kharparI
1274,384,upabhuj
1275,384,devaukas
1276,384,dohita
1277,384,RSizrAddha
1278,385,karpUravilAsa
1279,385,dantaphala
1280,385,lohAbhihAra
1281,385,kapiromalatA
1282,385,utkaS
1283,386,kasA
1284,386,karmaghAta
1285,386,sRSTidA
1286,387,lakSmIdevI
1287,387,saptavyasanakathA
1288,387,nIlacchavin
1289,387,nADIsneha
1290,388,annAvRdh
1291,389,kriyArtha
1292,389,mahaujasa
1293,389,IS
1294,389,uraNAkSaka
1295,389,pralambin
1296,389,smRtamAtra
1297,390,asaMgata
1298,390,nabhorUpa
1299,390,pautrya
1300,390,praznanirvAcana
1301,390,gajakRSNA
1302,391,atimuktaka
1303,391,apavRtti
1304,391,ziSyAya
1305,391,madirAsakha
1306,392,paryupasthita
1307,392,AyudhAgArika
1308,392,pUrNAbhiSeka
1309,392,caGkrama
1310,393,vyapadezArtham
1311,394,dharaNa
1312,394,prAcInatilaka
1313,394,vakSaNi
1314,394,vyagraya
1315,394,navarasa
1316,395,SaTpadArthavivaraNa
1317,395,pazyat
1318,395,AghoSita
1319,395,mukharoga
1320,395,upadI
1321,396,anupasthita
1322,396,paritADin
1323,396,araNyagholI
1324,396,pANDutva
1325,396,haMsAkAra
1326,397,apahnu
1327,398,lIlAkamala
1328,398,vanamAlikA
1329,398,kusuta
1330,398,zambUputra
1331,398,hetuzAstra
1332,398,prazrayavat
1333,399,upacAracchala
1334,399,vinAyakapurANa
1335,399,yathopapAdin
1336,400,vittApti
1337,400,nAkasad
1338,400,zakradiz
1339,400,aurdhvadeha
1340,401,asvatva
1341,401,svavAJchA
1342,401,zRtapA
1343,401,zamIdRSada
1344,401,annajIvana
1345,401,sattvaviplava
1346,402,apta
1347,402,sukhAnvita
1348,402,pariveSya
1349,402,vaitaraNa
1350,402,sAgaradhara
1351,402,AvantikA
1352,403,niyantRtva
1353,403,zarvaka
1354,404,chAndogyopaniSadbhASya
1355,404,haviSpaGkti
1356,404,indhana
1357,404,subhagodayadarpaNa
1358,404,kRSi
1359,405,madhyamapada
1360,406,pitRsvasR
1361,406,dvijabruva
1362,406,zUlya
1363,407,sphuradadharoSTha
1364,407,adhyAharaNa
1365,407,paNyavIthI
1366,407,indriyAvat
1367,407,vyayaguNa
1368,408,Andhasika
1369,409,vijayavat
1370,409,caitravatI
1371,409,varayonika
1372,409,vepathubhRt
1373,410,bhUmidRMha
1374,410,SaSThama
1375,410,vaTara
1376,410,sasAdhvIka
1377,411,lomAlI
1378,411,sujanmAdivrata
1379,411,vRddhagaGgA
1380,411,piNDapAtavelA
1381,411,jAmadagna
1382,412,virADaSTama
1383,412,sphoTAyana
1384,412,nidhruva
1385,412,sAkSilakSaNa
1386,413,samprakSubhita
1387,413,mAtRzAsita
1388,413,kaivartamustaka
1389,413,surabhimat
1390,413,parokSapriya
1391,413,krIli
1392,414,samAnabrahmacArin
1393,414,rajaHsuvAsinI
1394,414,cAndramasAyani
1395,415,kAzakRtsnaka
1396,415,vadantika
1397,416,yathAnurUpam
1398,416,prakaraNatva
1399,416,valabhid
1400,417,varIyasI
1401,417,anvArohaNa
1402,418,prakrAnta
1403,419,kSuta
1404,419,samAdhiniSTha
1405,419,svastigA
1406,419,pIluka
1407,419,dhruvakSiti
1408,420,yathAstomam
1409,420,tRNakIyA
1410,421,dhAtri
1411,422,parivatsaka
1412,422,vIndvarka
1413,422,rAGkavAjina
1414,422,samunnAda
1415,422,uJch
1416,422,kutsa
1417,423,lokadvArIya
1418,424,dvyaSTa
1419,424,sacillaka
1420,425,raktabindu
1421,425,vapuSmat
1422,425,zabdavAridhi
1423,426,adhiyoga
1424,426,vismitamAnasa
1425,427,samparivArita
1426,428,bodhya
1427,428,caNDIkucapaJcazatI
1428,428,maidhAvaka
1429,428,akSaravat
1430,429,aurasi
1431,429,paJcagRhIta
1432,429,snehAGkana
1433,430,dhiSThita
1434,431,sArvasenya
1435,431,harSula
1436,432,aniSTAzaMsin
1437,432,siddhatva
1438,432,bhATTadIpikA
1439,432,trikakubh
1440,432,valaga
1441,433,bharatA
1442,434,sakriyatva
1443,434,vaNij
1444,434,zuSmada
1445,434,zAntyudaka
1446,434,nideze
1447,434,surAgraha
1448,435,nirnAbhikauzeya
1449,435,divikSaya
1450,435,jAtaka
1451,435,zucisamudAcAratA
1452,435,vivAdAdhyAsita
1453,435,pArSNivah
1454,436,yuddhayogyatA
1455,436,gAlidAna
1456,436,eDikAkSI
1457,436,naramAlA
1458,437,karapAli
1459,438,mantradIdhiti
1460,438,makSUtama
1461,438,advaitadIpikA
1462,438,grAmyakarman
1463,439,aSTASaSTi
1464,439,vezabhAva
1465,439,puMliGgatA
1466,439,jIvasthAna
1467,439,yonyajAta
1468,440,svaHsundarI
1469,440,bhAsuratva
1470,441,guNasaMkIrtana
1471,441,sAmakalam
1472,441,zatazarkaratA
1473,441,viSupta
1474,441,zaraparNI
1475,441,vAsita
1476,442,lohAkhya
1477,442,tUtaka
1478,443,vihvalalocana
1479,443,AbhUti
1480,443,avamatya
1481,443,virojana
1482,443,tadvacaHpratIta
1483,443,sisaMgrAmayiSu
1484,444,naravAhana
1485,445,cerapAda
1486,445,amareza
1487,445,vyAvRttadeha
1488,446,yavagrIva
1489,446,paJcAlI
1490,446,cakravAladhi
1491,446,chalanApara
1492,446,tuvigrIva
1493,447,anuyuktin
1494,447,parNanara
1495,447,pratisad
1496,447,rAjavallI
1497,447,vacana
1498,448,dviniSka
1499,448,kvAcitka
1500,448,pretapaTaha
1501,448,sudhaya
1502,449,pratinaptR
1503,449,puraHsthAyin
1504,449,viSayanihnuti
1505,449,bAlasUryaka
1506,449,zRGgATa
1507,449,jAtavinaSTa
1508,450,zivabhujaMgastotra
1509,450,bhAvayitavya
1510,450,gandhecchA
1511,450,sAdhAraNadhana
1512,450,sasri
1513,450,sarpAkhya
1514,451,nArmara
1515,451,maGgalyaka
1516,451,bhImasAhi
1517,451,durADhyaMkara
1518,451,pIvan
1519,452,indradevI
1520,452,cakSurbhRt
1521,452,pippalIkA
1522,452,unmAdin
1523,452,zrIdharolanagara
1524,453,auSadhaprayoga
1525,453,lugi
1526,453,amRtasodara
1527,453,zapathajambhana
1528,454,sampannadanta
1529,454,barhiruttha
1530,454,gandhalatA
1531,454,sahadAnu
1532,454,sadAbhavya
1533,455,punarlAbha
1534,455,mukurAya
1535,455,mitrezvara
1536,455,arthakAma
1537,455,devabhUmi
1538,456,randhrAnveSin
1539,456,prayogamukhavyAkaraNa
1540,456,lavaNatA
1541,456,caNDIrahasya
1542,456,kASTham
1543,456,bahudhAgata
1544,457,romarAji
1545,457,caitrasaMkrAnti
1546,457,kAzin
1547,458,jayastambha
1548,458,sadAnana
1549,458,abhyuddRSTA
1550,458,bhARjIka
1551,459,zuddhakIrti
1552,459,paJcapariSad
1553,459,zikSApada
1554,459,phalakhaNDana
1555,459,rasasaMgrahasiddhAnta
1556,460,vAribIja
1557,460,bhairavanAmAvalI
1558,460,vidAhitva
1559,460,apratinoda
1560,460,yUpAhuti
1561,460,Alokavat
1562,461,prANasaMkaTa
1563,462,paiThika
1564,462,nigIrNavat
1565,462,sAvikA
1566,463,utsnAya
1567,464,parAjiSNu
1568,464,suprAJc
1569,465,anumAnacintAmaNi
1570,465,duHzakti
1571,465,putrikAprasU
1572,465,kaNDanI
1573,465,bRhacchravas
1574,465,samprativid
1575,466,mainAkasvasR
1576,466,upaprut
1577,466,zilIpada
1578,466,zithilapIDitatA
1579,466,naranagara
1580,466,vRkAsuravadha
1581,467,muktigrantha
1582,467,raGgA
1583,467,atidiv
1584,467,ayAthApurya
1585,467,pUjayitavya
1586,468,avicchedena
1587,468,bRhajjAtakazlokavyAkhyAna
1588,468,tryeNI
1589,468,maka
1590,468,mayanirmita
1591,469,azvagandhA
1592,469,horApradIpa
1593,469,kumAratApasI
1594,470,keralikA
1595,470,navavarNamAlA
1596,470,avadham
1597,471,yautuka
1598,471,zatAdhika
1599,471,sArthahIna
1600,471,yAjyatva
1601,471,vihArakArikA
1602,472,vartamAnakAla
1603,472,pratigIrya
1604,472,samAnapravaragrantha
1605,472,luNTA
1606,472,ghArI
1607,472,nAdakArikA
1608,473,zAstradIpArthasAra
1609,473,mattavAraNavikrama
1610,473,lajjarI
1611,473,ubhayaziras
1612,473,AdizAbdika
1613,474,sukathA
1614,474,pAdaphalA
1615,474,brahmagItAparAtmAnusaMdhAna
1616,474,gaudhUma
1617,474,durdhAva
1618,474,khadirodaka
1619,475,kAmavihantR
1620,476,azvadA
1621,476,apratipaNya
1622,477,avapanna
1623,477,upAdAnalakSaNA
1624,477,yogabhAvanA
1625,477,varacandana
1626,478,rAghavacaritra
1627,478,muktaroSa
1628,479,karmaphalodaya
1629,479,sthalaruhA
1630,480,bandhin
1631,480,AmAzaya
1632,480,unmardana
1633,480,SaDavatta
1634,481,vanAlikA
1635,481,geyajJa
1636,481,casamAsa
1637,481,dIrghasUtratA
1638,482,hIhI
1639,482,mitrAtithi
1640,482,hAriSeNi
1641,483,phalodaka
1642,483,vyasanIkR
1643,483,mAnabhAj
1644,484,devayaji
1645,485,samunnaddha
1646,485,Akula
1647,485,dambh
1648,485,zreSThabhAj
1649,486,avaniSThIvana
1650,486,upasUcita
1651,487,catta
1652,487,tarkajvAlA
1653,487,tripratiSThita
1654,488,mruJc
1655,488,mahendrayAgaprayoga
1656,488,zaurya
1657,488,upotI
1658,488,hAsyatA
1659,488,AdhUta
1660,489,purastAdupacAra
1661,489,pAtravarga
1662,489,vaTu
1663,489,samarabala
1664,490,darzana
1665,491,prekSaNAlambha
1666,491,sahasAna
1667,491,asimArga
1668,491,kRtAnana
1669,491,suvRkSa
1670,491,vizeSamaNDana
1671,492,kAlataraGga
1672,492,siddhasArasvatastotra
1673,492,gRhAjira
1674,492,dharmarasAyana
1675,492,klizitavat
1676,493,saMzo
1677,493,sAMkRtI
1678,493,dadhImukha
1679,493,bhrAjiSNu
1680,493,agrapradAyin
1681,494,lAjAhuti
1682,494,jyeSTharAj
1683,495,avandhya
1684,495,sambhraz
1685,495,skandaguru
1686,495,sautaMgamIya
1687,495,balva
1688,496,nItiviveka
1689,496,azvamAraka
1690,496,paGktidUSaNa
1691,496,AlakSi
1692,497,sphuran
1693,497,somacandra
1694,497,abudha
1695,498,gauDapura
1696,499,RNadAtR
1697,499,bhaji
1698,500,yAmeya
1699,500,saMtoSaNIya
1700,500,prAcyakaTha
1701,500,sargatakta
1702,501,zlakSNIkaraNa
1703,501,gajavadana
1704,501,aktu
1705,502,kANeya
1706,503,arkAzman
1707,503,nirdhauta
1708,503,samprayam
1709,503,viSamadhAtu
1710,503,parivyath
1711,504,biT
1712,504,kandalIkusuma
1713,504,pUjopakaraNa
1714,505,cAnUra
1715,505,svanitAhvaya
1716,505,sadAnandagirIya
1717,506,dhigdaNDa
1718,507,kazyapottarasaMhitA
1719,507,palabhAkhaNDana
1720,507,avadyotin
1721,507,rAjAnujIvin
1722,507,kSoNImaya
1723,507,upakeru
1724,508,vRSTyambu
1725,508,zukam
1726,508,nAmayajJa
1727,508,bhakkikA
1728,508,stabdharomakUpatA
1729,509,niSpU
1730,509,bhettavai
1731,509,agradharma
1732,509,anApatti
1733,509,hiraNyakaNTha
1734,510,dhruvazIla
1735,510,alayas
1736,510,vaMzakSIrI
1737,511,vidvatkalpa
1738,512,dazasAhasra
1739,512,avaloma
1740,512,ardhadeva
1741,513,vaSaTkArakriyA
1742,514,zakaTavyUha
1743,514,pauSpIya
1744,514,nAmaratnAvalI
1745,515,nirjita
1746,515,aparahaimana
1747,515,gArgyAyaNI
1748,515,taumburava
1749,515,sAnvArambhaNIya
1750,515,dhikkRta
1751,516,asthirIbhU
1752,516,vRtratur
1753,516,vakradala
1754,516,mRdaMga
1755,516,sanatkumAra
1756,516,zRGkhalApAza
1757,517,dAva
1758,517,buddhipUrvakatva
1759,517,haridrAdAna
1760,517,vatsarAjya
1761,517,zubhanAmA
1762,518,vizeSena
1763,518,lUman
1764,518,Aniceya
1765,518,saMcAritva
1766,518,saMjAtavizrambha
1767,518,raMhita
1768,519,zuzrUSaka
1769,519,daNDanIya
1770,520,tridoSazamana
1771,520,kaustubhavakSas
1772,521,zoNAya
1773,521,rasanAlih
1774,521,jArajAtaka
1775,522,anukUlaya
1776,522,drohapara
1777,522,antarikSodara
1778,522,snehavimardita
1779,522,yathAbIjam
1780,522,pipItakadvAdazIvrata
1781,523,zuNThAcArya
1782,523,pArAyaNamAhAtmya
1783,523,abhrataru
1784,524,mahAvrataprayoga
1785,525,pravAsya
1786,525,ANuka
1787,525,abhiprasAraNa
1788,525,antraMdhami
1789,525,lavanya
1790,526,pretadAhAgni
1791,526,zvobhUta
1792,526,vyAlola
1793,526,pUyamAnayavam
1794,526,apracetita
1795,527,dvitIyatriphalA
1796,528,karaNaprakAza
1797,528,ujjihIrSA
1798,528,zabdakAra
1799,528,kApitthikA
1800,528,citravRtti
1801,529,vaizvadevakhaNDana
1802,530,parvakAra
1803,530,UrdhvavAc
1804,530,zlu
1805,530,sArasvata
1806,531,sakalasiddhi
1807,531,zukti
1808,531,vANa
1809,531,tapanI
1810,531,vighneza
1811,531,sarvagandhamaya
1812,532,pazcimatantra
1813,532,prahasat
1814,532,vizvazuci
1815,533,sarvatovilAsa
1816,534,vyutpattivAdArtha
1817,534,vinihnuta
1818,535,madugha
1819,535,bhArgavana
1820,535,zitIman
1821,535,kUTatA
1822,536,kiMcana
1823,536,bastagandhA
1824,536,abhiniSpad
1825,536,mAlava
1826,536,pallIzaraTavidhAna
1827,537,gauravAhana
1828,537,kSurakriyA
1829,537,zAntyAkaragupta
1830,537,gandhamUlI
1831,538,dAhin
1832,538,zvomaraNa
1833,538,sAdyanta
1834,538,samRddhavega
1835,538,vakvan
1836,538,DhAla
1837,539,paropakAraikarasA
1838,539,sadohavirdhAna
1839,539,karmAnubandha
1840,539,atirAj
1841,539,vivyadh
1842,540,naradurAcara
1843,540,kapicUta
1844,541,kAmavazya
1845,541,nirvapaNIya
1846,541,paramanyu
1847,541,sadaikarUparUpa
1848,541,karaNAdhipa
1849,542,zukalAGgala
1850,542,yAtrika
1851,542,bahrAmakhAna
1852,542,paripavana
1853,543,abhivA
1854,543,puSkasa
1855,543,vRkSarAj
1856,543,samabhyutthA
1857,543,likhitapATha
1858,543,mUlasthAnatIrtha
1859,544,vaidikakarman
1860,544,aniSTaduSTadhI
1861,544,avibhAvya
1862,544,cAyitR
1863,545,puSpAgra
1864,545,vibhinnadarzin
1865,545,guhyaroga
1866,545,sthitibhid
1867,545,prayat
1868,546,hvAra
1869,546,gauhya
1870,546,prakUSmANDI
1871,546,jaTharagada
1872,547,anIkSaNa
1873,548,kapikacchu
1874,548,zocana
1875,548,zrIdarzana
1876,548,sUryampazya
1877,549,pRthivIjaya
1878,549,svaguNa
1879,549,zaktyardha
1880,549,nistIrNa
1881,550,lAgharakolasa
1882,550,manorathakusuma
1883,550,upayoktR
1884,550,gehIya
1885,550,raivatamadanikA
1886,550,anutApana
1887,551,baMhIyas
1888,552,spandavivRti
1889,552,bhAllaveyopaniSad
1890,552,nirvANamastaka
1891,552,rASTradA
1892,552,kavikratu
1893,553,nikhaTvA
1894,553,jinamANikya
1895,553,kravi
1896,553,rAjyakara
1897,553,abhyutkram
1898,553,yU
1899,554,yudhA
1900,554,setuvRkSa
1901,555,paripUrayitavya
1902,555,vayodhas
1903,555,bhavAnIpati
1904,555,sAMvatsarika
1905,555,vicchinnamadya
1906,555,Azira
1907,556,ramA
1908,556,zaurasenikA
1909,556,sudAruNa
1910,556,pratApamArtaNDa
1911,556,dviSThatA
1912,556,divyadohada
1913,557,chikkikA
1914,557,krUrAtman
1915,558,sudina
1916,558,paryAyazayana
1917,558,durgaghnA
1918,558,dIrghazAkha
1919,558,prarohin
1920,559,smArtopAsanapaddhati
1921,559,zrIbhrAtR
1922,559,avanimaNDala
1923,559,vizipa
1924,559,susajjIkR
1925,560,yathAkRta
1926,561,aGgArakarmAnta
1927,561,Ama
1928,561,vipavana
1929,562,pIDayA
1930,562,vedayajJamaya
1931,562,samaraMhas
1932,563,UrdhvamUla
1933,563,vAjapeyarahasya
1934,563,svacchadravya
1935,563,vaitathya
1936,563,siddhAjJa
1937,564,ayAtrA
1938,565,sAnuSak
1939,565,guDodaka
1940,565,saMskArapradIpa
1941,565,cakravAladhi
1942,566,yathecchayA
1943,567,buddhilAghava
1944,567,vAsudevapUjA
1945,567,kedAradeva
1946,567,sAMnahanika
1947,568,ucchuc
1948,568,upAvasu
1949,568,vidhivazAt
1950,568,abdayA
1951,568,anupalambhana
1952,569,TiNTiNIkA
1953,569,vAJchitavya
1954,569,kakSasena
1955,569,svayaMvikrIta
1956,570,pravartita
1957,570,vArSagaNya
1958,570,vasanasadman
1959,570,tRSTa
1960,570,AntarikSa
1961,571,vAstulakSaNa
1962,571,payodhA
1963,571,lipti
1964,572,candrArdhakRtazekhara
1965,572,zUdradharmabodhinI
1966,573,muNDaloha
1967,573,pavitreSTihautra
1968,573,godAvarI
1969,573,apIDayA
1970,573,zAkyakIrti
1971,574,sAMkhyavRttisAra
1972,574,pratyavarodhana
1973,574,dRSTiguNa
1974,574,lambajihva
1975,574,dvAdazAdityatIrtha
1976,575,vidhivAdArtha
1977,576,surabhidattA
1978,576,medasvat
1979,577,vinodamaJjari
1980,577,kRSNadAsa
1981,577,prAtarahna
1982,577,dikpAla
1983,577,manomayakoza
1984,578,mahAgRha
1985,579,tuSAgni
1986,580,sayuktva
1987,580,vazatA
1988,580,jalamArga
1989,581,parivRDhatama
1990,582,jihvAgra
1991,582,koTTakAraka
1992,582,ajagara
1993,582,pravRtahoma
1994,582,mRtavastrabhRt
1995,582,siddhanandin
1996,583,mRdugAtratA
1997,583,anAryaka
1998,583,aprayojaka
1999,584,sUryavana
2000,584,pradyotita
2001,584,malajJu
2002,584,anihUta
2003,585,sUtrazAkha
2004,585,pattrapAlI
2005,586,pradyumnAnandIya
2006,587,AkRtI
2007,587,ghurghurAya
2008,587,sthalanIraja
2009,587,dazayantra
2010,587,viniryuj
2011,587,vizeSokti
2012,588,sauzrutapArthava
2013,589,samavahA
2014,589,muktabandhanA
2015,589,nepAlamAhAtmya
2016,589,ApathI
2017,590,sitacchattrI
2018,590,padajJA
2019,590,yuktarUpam
2020,590,malatva
2021,590,antarvAvat
2022,591,udruja
2023,591,andhavyUha
2024,591,baDA
2025,591,vyAlagrAhiNI
2026,591,pakSavat
2027,591,medaHpucchaka
2028,592,goSpadamAtra
2029,592,kIzaparNI
2030,593,bhaganetrApahArin
2031,593,mahopAsaka
2032,594,zreNika
2033,594,purorukka
2034,594,mAMsarohA
2035,594,nirUhavastividhi
2036,594,sarj
2037,594,dhiSNiya
2038,595,sadArjava
2039,595,kakSIkartavya
2040,596,mAMsadhAvana
2041,596,taitila
2042,596,mRgASTaka
2043,596,paritoSavat
2044,597,sAdhanasubodhinI
2045,597,avedavid
2046,597,mugdhaprabodha
2047,597,bAdhitavya
2048,597,azvaka
2049,598,Anandamaya
2050,598,kiSkindhya
2051,598,nAnAtanu
2052,598,harSaja
2053,598,kubhA
2054,598,zAkhAntara
2055,599,udAdru
2056,599,arikarSaNa
2057,599,joSas
2058,599,kAcilindi
2059,599,suniyat
2060,599,tuhinazaila
2061,600,ardhapaJcan
2062,600,sopAdhika
2063,600,nirvANasUtra
2064,600,rabhasa
2065,600,saMkIrNaneri
2066,600,AzAvat
2067,601,iSupa
2068,601,prativAraNa
2069,601,paGkajanetra
2070,602,kaNiza
2071,602,jalAdhvan
2072,602,mohapAza
2073,602,zuddhiprakAza
2074,602,bhavAnIsakha
2075,602,zraviSThA
2076,603,ratavraNa
2077,603,khalAya
2078,604,induvrata
2079,604,muktAharaNavrata
2080,604,atimAya
2081,604,palAyita
2082,604,sAMgamiSNu
2083,605,samrAja
2084,605,nirApad
2085,606,yoktraka
2086,606,giripuSpaka
2087,606,udararandhra
2088,606,rathabandha
2089,606,niranuzaya
2090,607,tamomaNi
2091,607,nidarzanArtham
2092,607,upanibaddha
2093,608,zaradurdina
2094,608,hRdayodaGka
2095,609,cIraprAvaraNa
2096,609,bhISaNIya
2097,609,AndIDa
2098,610,avyavasita
2099,611,avyalIkam
2100,612,durantamoha
2101,612,rodhya
2102,612,puSpacAmara
2103,613,vanyA
2104,613,udadhisaMbhava
2105,613,samAhitAtman
2106,613,lavaMgapuSpa
2107,613,utkacaya
2108,613,jiSe
2109,614,dazazata
2110,614,zuktibIja
2111,614,kaThinekSu
2112,615,bhUvalaya
2113,615,avyaktalakSaNa
2114,616,viSadhAtrI
2115,616,zivabhAratI
2116,616,zivATI
2117,617,saMDIvin
2118,618,niHsAraka
2119,618,kiMkirAta
2120,618,karuNAtman
2121,618,himmaka
2122,619,valkavAsas
2123,619,vedapaThitR
2124,620,anubha
2125,620,jayAdevI
2126,620,anuvimRz
2127,620,upAntima
2128,620,rudrAkSaparIkSA
2129,620,arkakSetra
2130,621,karmapAradA
2131,621,punarAvartanandA
2132,621,hastivadha
2133,622,pUrvanivAsajJAna
2134,622,avaTITa
2135,622,varga
2136,622,sunata
2137,622,vainahotra
2138,622,kuruTin
2139,623,kolAhala
2140,623,nirbhedya
2141,623,pragata
2142,623,pratikUlatas
2143,623,tribhuvanAbhoga
2144,623,vizAlanetra
2145,624,amlaloNI
2146,625,aGguSTha
2147,625,surajAya
2148,625,vairalya
2149,626,yogatattvaprakAza
2150,626,sphic
2151,626,nADIpAtra
2152,627,dRSadolUkhala
2153,627,daityapurodhas
2154,628,jambhalikA
2155,628,abjadRz
2156,629,srotaApatti
2157,629,sumanaska
2158,629,jimbhajihvatA
2159,629,madhyezmazAnam
2160,629,antarikSa
2161,629,viyoni
2162,630,duHsvapnanAza
2163,630,prANAvAya
2164,630,Antara
2165,630,vadantika
2166,630,upakaNTha
2167,630,paripat
2168,631,viluJcana
2169,631,bhUtika
2170,631,sumAgadha
2171,631,jhakAra
2172,631,jayakIrti
2173,632,zyAmikA
2174,632,tuGgezvarApaNa
2175,633,vadhabandha
2176,633,nakuloSThI
2177,633,mahyA
2178,634,krodhA
2179,634,kriyAsamabhihAra
2180,635,dvAcatvAriMzati
2181,636,kAmadeva
2182,637,tattvazuddhi
2183,638,apazUla
2184,638,prathamaikarekhA
2185,638,zrIbappa
2186,638,piJjalI
2187,638,puNyaka
2188,638,vaikuNThadIkSitIya
2189,639,zabdamaya
2190,639,dAsadAsI
2191,639,kharakarNI
2192,639,mAsAdi
2193,640,adoSadarzin
2194,641,AbhirUpya
2195,641,saMchettavya
2196,642,aghnat
2197,642,aduSkRt
2198,643,bhartRsnehaparIta
2199,643,haimacarci
2200,644,kaurujAGgala
2201,644,siddhavana
2202,645,samarpitavat
2203,645,tarItR
2204,645,prastotR
2205,645,meruprastAra
2206,645,yuddhabhU
2207,645,gocAraNa
2208,646,abhisAvaka
2209,647,vaidyajIvana
2210,647,ahilatA
2211,647,pracetuna
2212,648,aMhripa
2213,649,dRDhatara
2214,649,ajastunda
2215,649,vimalanirdeza
2216,649,jitAkSa
2217,649,bhujAntara
2218,650,pAnazauNDa
2219,650,tvakS
2220,651,susaMvRttaskandhatA
2221,652,bhikSita
2222,652,dyurAtra
2223,652,bahusAhasrI
2224,652,zrIcakrapattra
2225,652,vyAkaraNasAra
2226,652,duSkarman
2227,653,RSTividyut
2228,653,dhamanisaMtata
2229,653,vRttazastra
2230,653,vrateza
2231,654,sarpissAt
2232,654,agnicaya
2233,654,bhogapati
2234,654,pUrNabhedinI
2235,654,prayogazikhAmaNi
2236,655,svAzrita
2237,655,svargatarSa
2238,655,sAristhAkhA
2239,655,sitasapti
2240,656,devasthAna
2241,656,pratyAgatasmRti
2242,656,hikvA
2243,656,vinigrah
2244,657,mAdhavastavarAja
2245,657,agnyarci
2246,658,priyastotra
2247,658,kASThapradAna
2248,658,gRhyakArikA
2249,658,kSmAruh
2250,658,aSTAGganaya
2251,659,grahakSetrin
2252,659,indraparNI
2253,659,upAkhya
2254,659,pAkayajJapaddhati
2255,659,rasendracintAmaNi
2256,659,makarI
2257,660,siddhAntatattvaprakAzikA
2258,660,zUlaka
2259,660,upahiti
2260,660,staupika
2261,661,bhUnAman
2262,661,mahoSTha
2263,661,kRzagu
2264,661,brAhmyA
2265,661,madanavatI
2266,662,mahAzivarAtrivrata
2267,663,devatrAta
2268,663,nimittanaimittika
2269,663,vaimanasya
2270,663,nirmedhAzrama
2271,663,abhyantarAyAma
2272,663,hemakandala
2273,664,adhyavahanana
2274,664,kanakaparAga
2275,664,zaGkhapad
2276,664,vAmanapurANa
2277,665,sarvAGgam
2278,665,AmraphalaprapAnaka
2279,665,pravApayitR
2280,666,zivayoga
2281,667,sthAny
2282,667,sArasvatakalpa
2283,668,zuGga
2284,668,udaJcu
2285,668,rAjavahana
2286,668,mataMgapura
2287,668,Atmezvara
2288,668,haMsacUDa
2289,669,Ipsita
2290,669,mahAsthAmaprApta
2291,669,bahuvistIrNA
2292,669,pAkazAsana
2293,669,gomUtrin
2294,670,raktapiNDAlu
2295,671,pazcima
2296,671,upaghAtin
2297,671,jyotiSToma
2298,671,kuluGga
2299,672,vikAGkSin
2300,672,jalikA
2301,672,kaudreya
2302,673,madanavahnizikhAvalI
2303,674,mayakSetramAhAtmya
2304,674,agnisvAtta
2305,674,jIvanahetu
2306,674,kolakila
2307,674,ambupriya
2308,674,saMsArasaraNi
2309,675,vRthAkathA
2310,675,anumRgya
2311,675,yathAsanam
2312,676,upasaMyata
2313,677,parjanyajinvita
2314,677,kizarA
2315,678,gandhaphalA
2316,678,sAvarNalakSya
2317,678,svAtmaprabodha
2318,678,zubhra
2319,678,Rzyajihva
2320,679,vaibhAtika
2321,679,apavyaya
2322,679,vagalAmukhIprakaraNa
2323,679,nagaradvArakUTaka
2324,680,abhilakSyIkRtya
2325,680,kukola
2326,680,samudyAta
2327,680,lokajJatA
2328,681,kalipriya
2329,681,srajas
2330,681,damaghoSaja
